,Utilization Type,State,label_code,product_code,package_size,Year,Quarter,product_name,suppression,units_reimb,num_rx,total_amt_reimb,med_amt_reimb,nonmed_amt_reimb,qtr_begin,qtr_begin_date,Latitude,Longitude,Location,NDC,PRODUCTNDC,PRODUCTID,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,startdate,enddate
358,FFSU,FL,74,3041,13,2016,4,VICODIN,True,,,,,,10/1,10/01/2016,27.8333,-81.717,"(27.8333, -81.717)",74304113,74-3041,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
359,MCOU,MN,74,3041,53,2016,2,VICODIN,False,3449.0,140.0,5054.44,5054.44,0.0,4/1,04/01/2016,45.7326,-93.9196,"(45.7326, -93.9196)",74304153,74-3041,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
360,MCOU,GA,50458,860,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,32.9866,-83.6487,"(32.9866, -83.6487)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
361,MCOU,GA,50458,861,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,32.9866,-83.6487,"(32.9866, -83.6487)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
362,MCOU,GA,50458,861,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,32.9866,-83.6487,"(32.9866, -83.6487)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
363,MCOU,GA,50458,862,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,32.9866,-83.6487,"(32.9866, -83.6487)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
364,MCOU,GA,50458,862,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,32.9866,-83.6487,"(32.9866, -83.6487)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
365,MCOU,GA,50458,864,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,32.9866,-83.6487,"(32.9866, -83.6487)",50458086401,50458-864,50458-864_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,250,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
366,MCOU,GA,50458,864,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,32.9866,-83.6487,"(32.9866, -83.6487)",50458086401,50458-864,50458-864_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,250,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
367,MCOU,MN,59011,752,4,2016,4,BUTRANS,False,238.0,56.0,36058.56,36004.56,54.0,10/1,10/01/2016,45.7326,-93.9196,"(45.7326, -93.9196)",59011075204,59011-752,59011-752_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,20,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
368,MCOU,NH,50458,862,1,2016,4,NUCYNTA ER,True,,,,,,10/1,10/01/2016,43.4108,-71.5653,"(43.4108, -71.5653)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
369,FFSU,TN,591,3212,72,2016,4,FENTANYL,False,1705.0,169.0,11144.0,11144.0,0.0,10/1,10/01/2016,35.7449,-86.7489,"(35.7449, -86.7489)",591321272,591-3212,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
370,MCOU,SC,60505,7008,2,2016,3,FENTANYL,False,165.0,17.0,3195.48,3195.48,0.0,7/1,07/01/2016,33.8191,-80.9066,"(33.8191, -80.9066)",60505700802,60505-7008,60505-7008_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20130404,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,75,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2013-04-04,1970-01-01
371,MCOU,HI,74,3043,13,2016,1,VICODIN ES,True,,,,,,1/1,01/01/2016,21.1098,-157.5311,"(21.1098, -157.5311)",74304313,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
372,MCOU,HI,74,3043,53,2016,1,VICODIN ES,True,,,,,,1/1,01/01/2016,21.1098,-157.5311,"(21.1098, -157.5311)",74304353,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
373,MCOU,HI,74,3043,53,2016,2,VICODIN ES,True,,,,,,4/1,04/01/2016,21.1098,-157.5311,"(21.1098, -157.5311)",74304353,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
374,MCOU,HI,74,3054,53,2016,1,VICODIN HP,True,,,,,,1/1,01/01/2016,21.1098,-157.5311,"(21.1098, -157.5311)",74305453,74-3054,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
375,FFSU,VA,59011,420,10,2016,4,OXYCONTIN,False,988.0,17.0,5953.55,5029.32,924.23,10/1,10/01/2016,37.768,-78.2057,"(37.768, -78.2057)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
376,FFSU,MO,60793,433,20,2016,4,EMBEDA,False,1886.0,43.0,24757.35,24757.35,0.0,10/1,10/01/2016,38.4623,-92.302,"(38.4623, -92.302)",60793043320,60793-433,60793-433_22852274-22cf-4619-9980-4ae3bc0ffdc6,HUMAN PRESCRIPTION DRUG,EMBEDA,,MORPHINE SULFATE and NALTREXONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,20090813,0,NDA,NDA022321,Pfizer Laboratories Div Pfizer Inc,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,50; 2,mg/1; mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC],Opioid Antagonist [EPC],Opioid Antagonists [MoA]",CII,2009-08-13,1970-01-01
377,MCOU,WV,378,9125,98,2016,4,FENTANYL,True,,,,,,10/1,10/01/2016,38.468,-80.9696,"(38.468, -80.9696)",378912598,378-9125,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
378,MCOU,HI,50458,860,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,21.1098,-157.5311,"(21.1098, -157.5311)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
379,FFSU,AK,406,9075,76,2016,4,FENTANYL,False,560.0,48.0,5131.7,5131.7,0.0,10/1,10/01/2016,61.385,-152.2683,"(61.385, -152.2683)",406907576,406-9075,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
380,FFSU,CO,60505,7008,2,2016,3,FENTANYL,False,215.0,26.0,2427.76,2427.76,0.0,7/1,07/01/2016,39.0646,-105.3272,"(39.0646, -105.3272)",60505700802,60505-7008,60505-7008_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20130404,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,75,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2013-04-04,1970-01-01
381,MCOU,MN,59011,415,10,2016,4,OXYCONTIN,False,12097.0,215.0,55900.06,55511.97,388.09,10/1,10/01/2016,45.7326,-93.9196,"(45.7326, -93.9196)",59011041510,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
382,FFSU,SC,59011,415,20,2016,4,OXYCONTIN,True,,,,,,10/1,10/01/2016,33.8191,-80.9066,"(33.8191, -80.9066)",59011041520,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
383,FFSU,CO,378,9119,98,2016,3,FENTANYL,False,1583.0,173.0,24126.04,23573.24,552.8,7/1,07/01/2016,39.0646,-105.3272,"(39.0646, -105.3272)",378911998,378-9119,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
384,MCOU,TX,74,3043,13,2016,4,VICODIN ES,True,,,,,,10/1,10/01/2016,31.106,-97.6475,"(31.106, -97.6475)",74304313,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
385,MCOU,XX,50458,93,5,2016,1,DURAGESIC,False,1676.0,129.0,162926.27,155316.29,7609.98,1/1,01/01/2016,,,,50458009305,50458-93,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
386,FFSU,ID,781,7243,55,2016,4,FENTANYL,True,,,,,,10/1,10/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",781724355,781-7243,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
387,MCOU,AZ,406,527,10,2016,4,METHADOSE,True,,,,,,10/1,10/01/2016,33.7712,-111.3877,"(33.7712, -111.3877)",406052710,406-527,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
388,FFSU,IA,50458,861,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,42.0046,-93.214,"(42.0046, -93.2140)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
389,FFSU,IA,50458,862,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,42.0046,-93.214,"(42.0046, -93.2140)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
390,FFSU,IA,50458,863,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,42.0046,-93.214,"(42.0046, -93.2140)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
391,FFSU,IA,50458,863,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,42.0046,-93.214,"(42.0046, -93.2140)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
392,FFSU,IA,50458,864,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,42.0046,-93.214,"(42.0046, -93.2140)",50458086401,50458-864,50458-864_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,250,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
393,FFSU,DE,52544,52,60,2016,3,KADIAN,True,,,,,,7/1,07/01/2016,39.3498,-75.5148,"(39.3498, -75.5148)",52544005260,52544-52,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
394,FFSU,PA,59011,440,10,2016,4,OXYCONTIN,False,604.0,13.0,6095.7,2710.98,3384.72,10/1,10/01/2016,40.5773,-77.264,"(40.5773, -77.264)",59011044010,59011-440,59011-440_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
395,MCOU,IN,59011,410,20,2016,4,OXYCONTIN,True,,,,,,10/1,10/01/2016,39.8647,-86.2604,"(39.8647, -86.2604)",59011041020,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
396,MCOU,NH,59011,750,4,2016,4,BUTRANS,True,,,,,,10/1,10/01/2016,43.4108,-71.5653,"(43.4108, -71.5653)",59011075004,59011-750,59011-750_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,5,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
397,MCOU,MI,74,3043,13,2016,3,VICODIN ES,True,,,,,,7/1,07/01/2016,43.3504,-84.5603,"(43.3504, -84.5603)",74304313,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
398,FFSU,MO,59011,410,20,2016,3,OXYCONTIN,False,225.0,56.0,1039.41,1039.41,0.0,7/1,07/01/2016,38.4623,-92.302,"(38.4623, -92.302)",59011041020,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
399,FFSU,ID,74,3043,13,2016,1,VICODIN ES,True,,,,,,1/1,01/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",74304313,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
400,FFSU,ID,74,3043,13,2016,2,VICODIN ES,True,,,,,,4/1,04/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",74304313,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
401,FFSU,ID,74,3043,53,2016,1,VICODIN ES,True,,,,,,1/1,01/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",74304353,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
402,FFSU,ID,74,3043,53,2016,2,VICODIN ES,True,,,,,,4/1,04/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",74304353,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
403,FFSU,ID,74,3054,13,2016,1,VICODIN HP,True,,,,,,1/1,01/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",74305413,74-3054,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
404,FFSU,ID,74,3054,13,2016,2,VICODIN HP,True,,,,,,4/1,04/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",74305413,74-3054,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
405,FFSU,ID,74,3054,53,2016,1,VICODIN HP,True,,,,,,1/1,01/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",74305453,74-3054,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
406,MCOU,UT,50458,862,1,2016,4,NUCYNTA ER,True,,,,,,10/1,10/01/2016,40.1135,-111.8535,"(40.1135, -111.8535)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
407,MCOU,WV,59011,751,4,2016,4,BUTRANS,False,314.0,80.0,26182.85,26176.85,6.0,10/1,10/01/2016,38.468,-80.9696,"(38.468, -80.9696)",59011075104,59011-751,59011-751_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,10,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
408,MCOU,MI,187,108,1,2016,4,TUSSICAPS,True,,,,,,10/1,10/01/2016,43.3504,-84.5603,"(43.3504, -84.5603)",187010801,187-108,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
409,MCOU,NH,60505,7009,2,2016,4,FENTANYL,True,,,,,,10/1,10/01/2016,43.4108,-71.5653,"(43.4108, -71.5653)",60505700902,60505-7009,60505-7009_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20130404,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,100,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2013-04-04,1970-01-01
410,MCOU,LA,59011,750,4,2016,4,BUTRANS,True,,,,,,10/1,10/01/2016,31.1801,-91.8749,"(31.1801, -91.8749)",59011075004,59011-750,59011-750_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,5,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
411,FFSU,ID,50458,860,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
412,FFSU,ID,50458,860,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
413,FFSU,ID,50458,861,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
414,FFSU,ID,50458,861,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
415,FFSU,ID,50458,862,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
416,FFSU,ID,50458,862,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
417,FFSU,ID,50458,863,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
