State,State Code,County,County Code,Year,Year Code,Month,Month Code,Underlying Cause of death,Underlying Cause of death Code,Deaths,Population,Crude Rate,% of Total Deaths
Connecticut,9,"Hartford County, CT",9003,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Connecticut,9,"Hartford County, CT",9003,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
District of Columbia,11,"District of Columbia, DC",11001,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
District of Columbia,11,"District of Columbia, DC",11001,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
District of Columbia,11,"District of Columbia, DC",11001,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
District of Columbia,11,"District of Columbia, DC",11001,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
District of Columbia,11,"District of Columbia, DC",11001,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Brevard County, FL",12009,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Florida,12,"Brevard County, FL",12009,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Brevard County, FL",12009,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,Not Applicable,Not Applicable,0.00%
Florida,12,"Duval County, FL",12031,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Duval County, FL",12031,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Hillsborough County, FL",12057,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Hillsborough County, FL",12057,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Manatee County, FL",12081,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Manatee County, FL",12081,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Florida,12,"Manatee County, FL",12081,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,Not Applicable,Not Applicable,0.00%
Florida,12,"Miami-Dade County, FL",12086,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Miami-Dade County, FL",12086,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Miami-Dade County, FL",12086,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Florida,12,"Miami-Dade County, FL",12086,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Florida,12,"Pasco County, FL",12101,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Georgia,13,"Fulton County, GA",13121,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Georgia,13,"Fulton County, GA",13121,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Hawaii,15,"Honolulu County, HI",15003,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,Not Applicable,Not Applicable,0.00%
Illinois,17,"Cook County, IL",17031,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,26,Not Applicable,Not Applicable,0.00%
Illinois,17,"Cook County, IL",17031,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,43,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Illinois,17,"Cook County, IL",17031,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,Not Applicable,Not Applicable,0.00%
Illinois,17,"Cook County, IL",17031,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,41,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Illinois,17,"Cook County, IL",17031,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Illinois,17,"Cook County, IL",17031,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,52,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,52,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Illinois,17,"Cook County, IL",17031,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,37,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Illinois,17,"Cook County, IL",17031,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,45,Not Applicable,Not Applicable,0.10%
Illinois,17,"Cook County, IL",17031,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Indiana,18,"Marion County, IN",18097,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Kentucky,21,"Jefferson County, KY",21111,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Kentucky,21,"Jefferson County, KY",21111,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Kentucky,21,"Jefferson County, KY",21111,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Kentucky,21,"Jefferson County, KY",21111,2015,2015,"Jul., 2015",2015/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Kentucky,21,"Jefferson County, KY",21111,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Kentucky,21,"Jefferson County, KY",21111,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Kentucky,21,"Jefferson County, KY",21111,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Kentucky,21,"Jefferson County, KY",21111,2015,2015,"Dec., 2015",2015/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Maryland,24,"Anne Arundel County, MD",24003,2015,2015,"Jan., 2015",2015/01,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,11,Not Applicable,Not Applicable,0.00%
Maryland,24,"Anne Arundel County, MD",24003,2015,2015,"Nov., 2015",2015/11,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,10,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore County, MD",24005,2015,2015,"Jan., 2015",2015/01,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,15,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore County, MD",24005,2015,2015,"Feb., 2015",2015/02,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,11,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore County, MD",24005,2015,2015,"Mar., 2015",2015/03,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,15,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore County, MD",24005,2015,2015,"Jun., 2015",2015/06,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,16,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore County, MD",24005,2015,2015,"Oct., 2015",2015/10,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,15,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore County, MD",24005,2015,2015,"Dec., 2015",2015/12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,20,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Jan., 2015",2015/01,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,27,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Feb., 2015",2015/02,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,19,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Mar., 2015",2015/03,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,15,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"May, 2015",2015/05,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,17,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Jun., 2015",2015/06,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,11,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Jul., 2015",2015/07,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,30,Not Applicable,Not Applicable,0.10%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Aug., 2015",2015/08,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,16,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Sep., 2015",2015/09,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,13,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Oct., 2015",2015/10,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,25,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Nov., 2015",2015/11,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,15,Not Applicable,Not Applicable,0.00%
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Dec., 2015",2015/12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,16,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Feb., 2015",2015/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Mar., 2015",2015/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Apr., 2015",2015/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"May, 2015",2015/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Jun., 2015",2015/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Aug., 2015",2015/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Sep., 2015",2015/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Oct., 2015",2015/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Bristol County, MA",25005,2015,2015,"Nov., 2015",2015/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Massachusetts,25,"Essex County, MA",25009,2015,2015,"Jan., 2015",2015/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
