"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Broward County, FL"	"12011"	"2014"	"2014"	"May, 2014"	"2014/05"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Broward County, FL"	"12011"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Broward County, FL"	"12011"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Broward County, FL"	"12011"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Broward County, FL"	"12011"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Broward County, FL"	"12011"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Duval County, FL"	"12031"	"2014"	"2014"	"May, 2014"	"2014/05"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Orange County, FL"	"12095"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Orange County, FL"	"12095"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Orange County, FL"	"12095"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"May, 2014"	"2014/05"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Pasco County, FL"	"12101"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	Not Applicable	Not Applicable	0.0%
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	Not Applicable	Not Applicable	0.0%
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	Not Applicable	Not Applicable	0.0%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	36	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	30	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"May, 2014"	"2014/05"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"May, 2014"	"2014/05"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	Not Applicable	Not Applicable	0.0%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	49	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	37	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	39	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	Not Applicable	Not Applicable	0.1%
	"Illinois"	"17"	"Cook County, IL"	"17031"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	Not Applicable	Not Applicable	0.0%
	"Illinois"	"17"	"Will County, IL"	"17197"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"May, 2014"	"2014/05"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	Not Applicable	Not Applicable	0.0%
	"Indiana"	"18"	"Marion County, IN"	"18097"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	Not Applicable	Not Applicable	0.0%
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	Not Applicable	Not Applicable	0.0%
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	Not Applicable	Not Applicable	0.0%
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	Not Applicable	Not Applicable	0.0%
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	Not Applicable	Not Applicable	0.0%
	"Louisiana"	"22"	"Orleans Parish, LA"	"22071"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"May, 2014"	"2014/05"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	24	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	14	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"May, 2014"	"2014/05"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	17	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	20	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	22	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	19	Not Applicable	Not Applicable	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"May, 2014"	"2014/05"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"May, 2014"	"2014/05"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	Not Applicable	Not Applicable	0.0%
	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	Not Applicable	Not Applicable	0.0%
