,Utilization Type,State,label_code,product_code,package_size,Year,Quarter,product_name,suppression,units_reimb,num_rx,total_amt_reimb,med_amt_reimb,nonmed_amt_reimb,qtr_begin,qtr_begin_date,Latitude,Longitude,Location,NDC,PRODUCTNDC,PRODUCTID,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,startdate,enddate
1616,MCOU,IA,50458,93,5,2017,1,DURAGESIC,True,,,,,,1/1,01/01/2017 12:00:00 AM,42.0046,-93.214,"(42.0046, -93.214)",50458009305,50458-93,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1617,FFSU,SC,60793,431,20,2017,1,EMBEDA,True,,,,,,1/1,01/01/2017 12:00:00 AM,33.8191,-80.9066,"(33.8191, -80.9066)",60793043120,60793-431,60793-431_22852274-22cf-4619-9980-4ae3bc0ffdc6,HUMAN PRESCRIPTION DRUG,EMBEDA,,MORPHINE SULFATE and NALTREXONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,20090813,0,NDA,NDA022321,Pfizer Laboratories Div Pfizer Inc,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,30; 1.2,mg/1; mg/1,"Opioid Antagonist [EPC],Opioid Antagonists [MoA],Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2009-08-13,1970-01-01
1618,FFSU,TN,50458,94,5,2017,1,DURAGESIC,True,,,,,,1/1,01/01/2017 12:00:00 AM,35.7449,-86.7489,"(35.7449, -86.7489)",50458009405,50458-94,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1619,MCOU,IL,50458,863,1,2017,1,NUCYNTA ER,True,,,,,,1/1,01/01/2017 12:00:00 AM,40.3363,-89.0022,"(40.3363, -89.0022)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
1620,FFSU,ID,60505,7010,2,2017,1,FENTANYL,True,,,,,,1/1,01/01/2017 12:00:00 AM,44.2394,-114.5103,"(44.2394, -114.5103)",60505701002,60505-7010,60505-7010_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20160122,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,12,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2016-01-22,1970-01-01
1621,MCOU,VA,50458,91,5,2017,1,DURAGESIC,True,,,,,,1/1,01/01/2017 12:00:00 AM,37.768,-78.2057,"(37.768, -78.2057)",50458009105,50458-91,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1622,FFSU,NC,52544,161,1,2017,1,NORCO,True,,,,,,1/1,01/01/2017 12:00:00 AM,35.6411,-79.8431,"(35.6411, -79.8431)",52544016101,52544-161,52544-161_59712c78-a7a0-4499-b95e-3ebad1a86833,HUMAN PRESCRIPTION DRUG,Norco,,Hydrocodone Bitatrate and Acetaminophen,TABLET,ORAL,20130312,0,ANDA,ANDA040148,"Actavis Pharma, Inc.",HYDROCODONE BITARTRATE; ACETAMINOPHEN,10; 325,mg/1; mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2013-03-12,1970-01-01
1623,FFSU,TN,781,7241,55,2017,1,FENTANYL,False,180.0,18.0,697.54,697.54,0.0,1/1,01/01/2017 12:00:00 AM,35.7449,-86.7489,"(35.7449, -86.7489)",781724155,781-7241,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1624,FFSU,AK,63481,816,60,2017,1,OPANA ER,True,,,,,,1/1,01/01/2017 12:00:00 AM,61.385,-152.2683,"(61.385, -152.2683)",63481081660,63481-816,63481-816_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20190801,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-08-01
1625,FFSU,MO,406,9050,76,2017,1,FENTANYL,False,3813.0,409.0,28092.12,27610.83,481.29,1/1,01/01/2017 12:00:00 AM,38.4623,-92.302,"(38.4623, -92.302)",406905076,406-9050,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1626,MCOU,SC,187,108,1,2017,1,TUSSICAPS,True,,,,,,1/1,01/01/2017 12:00:00 AM,33.8191,-80.9066,"(33.8191, -80.9066)",187010801,187-108,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1627,MCOU,AZ,50458,863,1,2017,1,NUCYNTA ER,True,,,,,,1/1,01/01/2017 12:00:00 AM,33.7712,-111.3877,"(33.7712, -111.3877)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
1628,FFSU,TN,591,3198,72,2017,1,FENTANYL,False,2806.0,283.0,10893.17,10893.17,0.0,1/1,01/01/2017 12:00:00 AM,35.7449,-86.7489,"(35.7449, -86.7489)",591319872,591-3198,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1629,MCOU,NY,50458,860,1,2017,1,NUCYNTA ER,False,4001.0,70.0,20514.94,20514.94,0.0,1/1,01/01/2017 12:00:00 AM,42.1497,-74.9384,"(42.1497, -74.9384)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
1630,MCOU,PA,59011,420,10,2017,1,OXYCONTIN,False,36313.0,645.0,202162.7,190330.24,11832.46,1/1,01/01/2017 12:00:00 AM,40.5773,-77.264,"(40.5773, -77.264)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1631,FFSU,CO,409,1176,30,2017,1,DEMEROL,True,,,,,,1/1,01/01/2017 12:00:00 AM,39.0646,-105.3272,"(39.0646, -105.3272)",409117630,409-1176,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1632,MCOU,TN,409,1201,20,2017,1,DEMEROL,True,,,,,,1/1,01/01/2017 12:00:00 AM,35.7449,-86.7489,"(35.7449, -86.7489)",409120120,409-1201,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1633,FFSU,NV,59011,410,20,2017,1,OXYCONTIN,True,,,,,,1/1,01/01/2017 12:00:00 AM,38.4199,-117.1219,"(38.4199, -117.1219)",59011041020,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1634,FFSU,ID,409,1256,1,2017,1,DEMEROL,False,23.0,23.0,92.21,92.21,0.0,1/1,01/01/2017 12:00:00 AM,44.2394,-114.5103,"(44.2394, -114.5103)",409125601,409-1256,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1635,FFSU,NV,59011,480,10,2017,1,OXYCONTIN,False,1590.0,26.0,29189.3,15182.85,14006.45,1/1,01/01/2017 12:00:00 AM,38.4199,-117.1219,"(38.4199, -117.1219)",59011048010,59011-480,59011-480_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,80,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1636,MCOU,FL,60505,7007,0,2017,1,FENTANYL,True,,,,,,1/1,01/01/2017 12:00:00 AM,27.8333,-81.717,"(27.8333, -81.717)",60505700700,60505-7007,60505-7007_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20130404,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,50,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2013-04-04,1970-01-01
1637,FFSU,WY,50458,861,1,2017,1,NUCYNTA ER,True,,,,,,1/1,01/01/2017 12:00:00 AM,42.7475,-107.2085,"(42.7475, -107.2085)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
1638,MCOU,UT,50458,862,1,2017,1,NUCYNTA ER,True,,,,,,1/1,01/01/2017 12:00:00 AM,40.1135,-111.8535,"(40.1135, -111.8535)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
1639,FFSU,SC,59011,420,10,2017,1,OXYCONTIN,True,,,,,,1/1,01/01/2017 12:00:00 AM,33.8191,-80.9066,"(33.8191, -80.9066)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1640,FFSU,NH,59011,452,1,2017,1,DILAUDID,True,,,,,,1/1,01/01/2017 12:00:00 AM,43.4108,-71.5653,"(43.4108, -71.5653)",59011045201,59011-452,59011-452_0cc002bd-a7e7-0cd0-bf27-678460984ad5,HUMAN PRESCRIPTION DRUG,DILAUDID,,HYDROMORPHONE HYDROCHLORIDE,TABLET,ORAL,19560101,0,NDA,NDA019892,Purdue Pharma LP,HYDROMORPHONE HYDROCHLORIDE,2,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,1956-01-01,1970-01-01
1641,FFSU,AK,59011,752,4,2017,1,BUTRANS,False,212.0,53.0,33570.39,33570.39,0.0,1/1,01/01/2017 12:00:00 AM,61.385,-152.2683,"(61.385, -152.2683)",59011075204,59011-752,59011-752_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,20,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
1642,MCOU,FL,59011,458,10,2017,1,DILAUDID,True,,,,,,1/1,01/01/2017 12:00:00 AM,27.8333,-81.717,"(27.8333, -81.717)",59011045810,59011-458,59011-458_0cc002bd-a7e7-0cd0-bf27-678460984ad5,HUMAN PRESCRIPTION DRUG,DILAUDID,,HYDROMORPHONE HYDROCHLORIDE,TABLET,ORAL,19560101,0,NDA,NDA019892,Purdue Pharma LP,HYDROMORPHONE HYDROCHLORIDE,8,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,1956-01-01,1970-01-01
1643,MCOU,MI,63481,814,60,2017,1,OPANA ER,True,,,,,,1/1,01/01/2017 12:00:00 AM,43.3504,-84.5603,"(43.3504, -84.5603)",63481081460,63481-814,63481-814_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20200101,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2020-01-01
1644,MCOU,MD,50458,863,1,2017,1,NUCYNTA ER,False,678.0,12.0,10921.42,10897.42,24.0,1/1,01/01/2017 12:00:00 AM,39.0724,-76.7902,"(39.0724, -76.7902)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
1645,FFSU,MN,17478,450,16,2017,1,LORTAB,True,,,,,,1/1,01/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",17478045016,17478-450,17478-450_f5f39630-e597-4e13-a6a3-e670c7510d42,HUMAN PRESCRIPTION DRUG,Lortab,,Hydrocodone Bitartrate and Acetaminophen,SYRUP,ORAL,20150317,0,ANDA,ANDA040881,"Akorn, Inc.",HYDROCODONE BITARTRATE; ACETAMINOPHEN,10; 300,mg/15mL; mg/15mL,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2015-03-17,1970-01-01
1646,MCOU,LA,59011,440,20,2017,1,OXYCONTIN,True,,,,,,1/1,01/01/2017 12:00:00 AM,31.1801,-91.8749,"(31.1801, -91.8749)",59011044020,59011-440,59011-440_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1647,MCOU,NV,59011,480,10,2017,1,OXYCONTIN,True,,,,,,1/1,01/01/2017 12:00:00 AM,38.4199,-117.1219,"(38.4199, -117.1219)",59011048010,59011-480,59011-480_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,80,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1648,MCOU,MS,59011,430,10,2017,1,OXYCONTIN,False,1270.0,22.0,11713.9,11647.9,66.0,1/1,01/01/2017 12:00:00 AM,32.7673,-89.6812,"(32.7673, -89.6812)",59011043010,59011-430,59011-430_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,30,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1649,FFSU,SD,59011,410,20,2017,1,OXYCONTIN,True,,,,,,1/1,01/01/2017 12:00:00 AM,44.2853,-99.4632,"(44.2853, -99.4632)",59011041020,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1650,MCOU,NH,406,9025,76,2017,1,FENTANYL,True,,,,,,1/1,01/01/2017 12:00:00 AM,43.4108,-71.5653,"(43.4108, -71.5653)",406902576,406-9025,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1651,MCOU,MI,63481,815,60,2017,1,OPANA ER,True,,,,,,1/1,01/01/2017 12:00:00 AM,43.3504,-84.5603,"(43.3504, -84.5603)",63481081560,63481-815,63481-815_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20200101,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2020-01-01
1652,FFSU,IN,59011,440,10,2017,1,OXYCONTIN,False,997.0,19.0,10263.45,9642.33,621.12,1/1,01/01/2017 12:00:00 AM,39.8647,-86.2604,"(39.8647, -86.2604)",59011044010,59011-440,59011-440_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1653,MCOU,MI,472,1030,16,2017,1,HYDROMET,True,,,,,,1/1,01/01/2017 12:00:00 AM,43.3504,-84.5603,"(43.3504, -84.5603)",472103016,472-1030,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1654,FFSU,MN,59011,750,4,2017,1,BUTRANS,True,,,,,,1/1,01/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",59011075004,59011-750,59011-750_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,5,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
1655,FFSU,MO,59011,441,10,2017,1,DILAUDID,True,,,,,,1/1,01/01/2017 12:00:00 AM,38.4623,-92.302,"(38.4623, -92.302)",59011044110,59011-441,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1656,FFSU,AL,50458,864,1,2017,1,NUCYNTA ER,False,780.0,13.0,14977.07,13178.01,1799.06,1/1,01/01/2017 12:00:00 AM,32.799,-86.8073,"(32.799, -86.8073)",50458086401,50458-864,50458-864_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,250,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
1657,FFSU,AR,378,9123,98,2017,1,FENTANYL,True,,,,,,1/1,01/01/2017 12:00:00 AM,34.9513,-92.3809,"(34.9513, -92.3809)",378912398,378-9123,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
1658,FFSU,AK,60505,7006,2,2017,1,FENTANYL,False,405.0,43.0,1933.29,1892.31,40.98,1/1,01/01/2017 12:00:00 AM,61.385,-152.2683,"(61.385, -152.2683)",60505700602,60505-7006,60505-7006_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20130404,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,25,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2013-04-04,1970-01-01
1659,FFSU,AR,59011,750,4,2017,1,BUTRANS,False,187.0,47.0,11885.86,11885.86,0.0,1/1,01/01/2017 12:00:00 AM,34.9513,-92.3809,"(34.9513, -92.3809)",59011075004,59011-750,59011-750_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,5,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
1660,MCOU,MI,60793,435,20,2017,1,EMBEDA,True,,,,,,1/1,01/01/2017 12:00:00 AM,43.3504,-84.5603,"(43.3504, -84.5603)",60793043520,60793-435,60793-435_22852274-22cf-4619-9980-4ae3bc0ffdc6,HUMAN PRESCRIPTION DRUG,EMBEDA,,MORPHINE SULFATE and NALTREXONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,20090813,0,NDA,NDA022321,Pfizer Laboratories Div Pfizer Inc,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,80; 3.2,mg/1; mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC],Opioid Antagonist [EPC],Opioid Antagonists [MoA]",CII,2009-08-13,1970-01-01
1661,FFSU,WY,59011,430,10,2017,1,OXYCONTIN,False,2668.0,40.0,24827.12,24827.12,0.0,1/1,01/01/2017 12:00:00 AM,42.7475,-107.2085,"(42.7475, -107.2085)",59011043010,59011-430,59011-430_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,30,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1662,MCOU,KS,59011,420,10,2017,1,OXYCONTIN,False,18516.0,322.0,111007.3,108648.51,2358.79,1/1,01/01/2017 12:00:00 AM,38.5111,-96.8005,"(38.5111, -96.8005)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1663,FFSU,WI,49884,763,78,2017,1,FENTANYL,True,,,,,,1/1,01/01/2017 12:00:00 AM,44.2563,-89.6385,"(44.2563, -89.6385)",49884076378,49884-763,49884-763_d0358673-e6f2-42e2-87cb-73bfcb52c4f6,HUMAN PRESCRIPTION DRUG,Fentanyl,,Fentanyl,PATCH,TRANSDERMAL,20070820,0,ANDA,ANDA077062,Par Pharmaceutical Inc.,FENTANYL,75,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2007-08-20,1970-01-01
1664,FFSU,DC,50458,862,1,2017,1,NUCYNTA ER,True,,,,,,1/1,01/01/2017 12:00:00 AM,38.8964,-77.0262,"(38.8964, -77.0262)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
1665,FFSU,OR,59011,420,10,2017,1,OXYCONTIN,True,,,,,,1/1,01/01/2017 12:00:00 AM,44.5672,-122.1269,"(44.5672, -122.1269)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
1666,FFSU,AZ,60505,7006,2,2017,1,FENTANYL,True,,,,,,1/1,01/01/2017 12:00:00 AM,33.7712,-111.3877,"(33.7712, -111.3877)",60505700602,60505-7006,60505-7006_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20130404,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,25,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2013-04-04,1970-01-01
1667,MCOU,FL,49884,763,78,2017,1,FENTANYL,False,125.0,13.0,1562.3,1562.3,0.0,1/1,01/01/2017 12:00:00 AM,27.8333,-81.717,"(27.8333, -81.717)",49884076378,49884-763,49884-763_d0358673-e6f2-42e2-87cb-73bfcb52c4f6,HUMAN PRESCRIPTION DRUG,Fentanyl,,Fentanyl,PATCH,TRANSDERMAL,20070820,0,ANDA,ANDA077062,Par Pharmaceutical Inc.,FENTANYL,75,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2007-08-20,1970-01-01
1668,MCOU,NY,59011,460,10,2017,1,OXYCONTIN,False,24720.0,369.0,369337.14,369337.14,0.0,1/1,01/01/2017 12:00:00 AM,42.1497,-74.9384,"(42.1497, -74.9384)",59011046010,59011-460,59011-460_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
